id,cuisine,ingredients
4495,Southern_SoulFood,butter green_bell_pepper wheat onion chicken_broth black_pepper squash bell_pepper vegetable_oil bread cream
4496,Italian,butter olive_oil lemon_juice mushroom cheese corn_grit black_pepper parsley parmesan_cheese buttermilk lobster garlic porcini oyster cream
4497,Mediterranean,coriander olive_oil lemon beef black_pepper cayenne cumin ginger bell_pepper
4498,Italian,butter wheat apricot milk lemon_peel egg
4499,Indian,coriander vinegar lemon_juice onion olive_oil cayenne cumin ginger white_wine mace garlic cinnamon yogurt nutmeg chicken turmeric
4500,Southern_SoulFood,cane_molasses butter wheat yeast vanilla maple_syrup pecan egg milk
4501,Italian,tomato olive_oil lemon_juice thyme asparagus corn cayenne squash parmesan_cheese scallion vegetable grape_juice garlic bell_pepper oregano chive vegetable_oil chicken basil
4502,Asian,vinegar soy_sauce avocado wasabi carrot cucumber seaweed rice root brown_rice
4503,Spanish_Portuguese,tomato olive_oil green_bell_pepper onion chicken_broth parsley saffron garlic bell_pepper chicken rice pea
4504,Asian,roasted_peanut cayenne fish bacon scallion litchi lime_juice
4505,American,olive_oil nut currant endive garlic
4506,Mexican,butter cheese pepper wheat onion cayenne black_pepper milk_fat garlic lard egg milk
4507,American,cane_molasses butter wheat pear walnut cinnamon
4508,Italian,tomato olive_oil soybean onion black_pepper parmesan_cheese macaroni nutmeg oregano mozzarella_cheese garlic egg
4509,American,wheat onion cayenne cumin milk_fat bell_pepper vegetable_oil milk
4510,Scandinavian,lamb dill wheat onion vinegar black_pepper white_wine carrot butter cream
4511,Asian,vinegar sesame_oil beef soy_sauce onion ginger scallion rice
4512,French,butter egg wheat lard
4513,Jewish,cilantro wheat onion black_pepper ginger scallion chicken root lemongrass
4514,American,olive_oil pork onion chicken_broth black_pepper bay garlic
4515,American,olive_oil currant meat thyme rosemary pear onion fennel garlic pecan root pork_sausage
4516,American,butter wheat egg
4517,Japanese,wheat starch lime_juice soy_sauce black_pepper wasabi ginger bean bell_pepper soybean vegetable_oil
4518,Asian,sesame_oil corn black_pepper ginger scallion bean rice soy_sauce chicken_broth wine
4519,Greek,coriander olive_oil pork lemon_juice thyme chicken_broth black_pepper honey roasted_beef
4520,American,cocoa vegetable_oil vanilla wheat egg
4521,American,butter wheat parmesan_cheese milk_fat macaroni cheddar_cheese milk bread
4522,Thai,peanut_oil cilantro fish cayenne shrimp palm garlic tamarind root
4523,EasternEuropean_Russian,dill mustard onion potato bacon vinegar black_pepper white_wine
4524,American,vinegar mustard dill cider scallion vegetable_oil egg pea brown_rice smoked_salmon
4525,Italian,olive_oil marjoram fish parsley white_wine basil macaroni bell_pepper vegetable_oil olive garlic mint
4526,French,butter wheat vanilla pear hazelnut egg cream
4527,English_Scottish,cane_molasses lemon apricot vanilla pear cinnamon sour_cherry cranberry white_bread cream
4528,American,olive_oil pepper mushroom onion yogurt bell_pepper blue_cheese olive bread
4529,Southern_SoulFood,butter wheat ham scallion cheddar_cheese egg milk
4530,Moroccan,tomato cilantro lemon onion fish parsley saffron pepper carrot garlic bell_pepper olive vegetable_oil turmeric
4531,Mediterranean,olive_oil onion vinegar squid black_pepper parsley bay garlic white_wine rosemary bread
4532,American,ham rhubarb ginger currant watercress mustard
4533,Italian,olive_oil bean garlic sage bay
4534,Moroccan,lamb cilantro onion almond parsley saffron honey ginger date vegetable_oil cinnamon
4535,Italian,coriander olive_oil clam shallot white_wine fennel lemon_juice butter crab chive mussel
4536,French,olive_oil pork onion thyme shallot black_pepper bay pork_liver
4537,Mediterranean,lamb cilantro onion almond parsley saffron honey ginger date vegetable_oil cinnamon
4538,Jewish,pepper wheat onion tarragon shiitake parsley bay celery chive vegetable_oil chicken egg
4539,Southern_SoulFood,tomato onion beef bacon black_pepper celery garlic bell_pepper rice pea
4540,Italian,tomato vinegar grape_juice olive_oil cayenne parsley cured_pork fennel carrot garlic bell_pepper basil wine rosemary artichoke
4541,English_Scottish,butter cane_molasses wheat onion vinegar potato pea horseradish garlic roasted_beef tamarind egg milk cream
4542,American,turkey tomato vegetable mushroom thyme cheese black_pepper onion parsley basil macaroni nutmeg oregano mozzarella_cheese garlic rosemary whole_grain_wheat_flour
4543,Southwestern,tomato cheese cilantro beef onion vinegar avocado tequila cayenne scallion garlic lime
4544,American,goat_cheese apricot orange_juice pistachio
4545,American,butter wheat strawberry berry raspberry egg blueberry cream
4546,American,butter lemon_juice lemon wheat egg milk
4547,English_Scottish,butter tomato cane_molasses wheat mustard onion vinegar tabasco_pepper bacon parsley beer tamarind cheddar_cheese bread
4548,Japanese,grape_juice wheat sesame_oil starch soy_sauce ginger scallion honey garlic soybean
4549,Spanish_Portuguese,sherry fish bell_pepper vinegar
4550,Asian,cilantro sesame_oil peanut soy_sauce ginger scallion chicken
4551,Mexican,apricot cilantro cayenne onion pineapple
4552,American,butter olive_oil meat onion shallot apricot chicken_broth orange_juice black_pepper scallion honey pecan orange pea brown_rice
4553,English_Scottish,rosemary grape_juice bacon shrimp cheese
4554,Italian,wheat potato black_pepper macaroni mozzarella_cheese nutmeg milk cream
4555,American,butter wheat apple onion yeast chicken_broth sage parsnip celery fennel egg milk pork_sausage
4556,American,butter apple vanilla raisin milk_fat cinnamon white_bread egg milk cream
4557,American,cheese lemon almond black_pepper parsley rye_flour bell_pepper garlic bread
4558,Italian,olive_oil chicken_liver onion sage black_pepper garlic vegetable_oil
4559,American,cane_molasses olive_oil vinegar walnut fig olive sherry rosemary
4560,French,olive_oil wheat vanilla almond pear milk_fat cinnamon vegetable_oil egg milk
4561,MiddleEastern,olive_oil lemon roasted_sesame_seed black_pepper cumin parsley garlic
4562,American,olive_oil lemon_juice mustard beef rosemary garlic lemon_peel
4563,Italian,strawberry vanilla wine lemon_peel white_wine
4564,American,coriander olive_oil pork marjoram cream apple thyme fenugreek chicken_broth onion white_wine honey garlic pepper cumin turmeric mustard
4565,Jewish,olive_oil cilantro lemon black_pepper cumin chickpea cod
4566,French,pork sauerkraut onion black_pepper white_wine champagne_wine garlic smoke meat
4567,Italian,butter olive_oil marjoram onion mushroom chicken_broth thyme parmesan_cheese white_wine rice garlic porcini
4568,American,tomato olive_oil thyme chicken_broth black_pepper bean oregano olive chicken
4569,American,vinegar cilantro sesame_oil soy_sauce ginger scallion mango cucumber vegetable_oil garlic chicken rice egg lime
4570,French,tomato butter grape_juice olive_oil shallot black_pepper red_wine salmon orange_juice orange
4571,French,lemon_juice tarragon shallot chicken_broth black_pepper white_wine garlic vegetable_oil chicken cream
4572,American,butter dill lemon_juice wheat onion caviar black_pepper cream lemon salmon_roe smoked_salmon
4573,American,tomato olive_oil pork celery_oil onion vinegar cayenne corn cider cane_molasses garlic tabasco_pepper vegetable_oil tamarind cabbage
4574,Italian,tomato olive_oil clam onion fish red_wine parsley parmesan_cheese garlic bell_pepper macaroni
4575,Italian,butter olive_oil porcini shallot chicken_broth parsley parmesan_cheese white_wine fennel rice
4576,Greek,butter honey cream wheat strawberry
4577,Italian,coffee wheat egg vanilla brandy cream_cheese raspberry mint
4578,French,celery butter lemon black_pepper potato
4579,American,cane_molasses butter grape apple peach rum cherry plum strawberry pecan berry orange vanilla
4580,Jewish,butter egg wheat cream_cheese onion
4581,Italian,vinegar olive_oil red_wine black_pepper bell_pepper olive
4582,French,tomato olive_oil vinegar red_wine basil goat_cheese bread
4583,African,coriander lamb cilantro lemon_juice olive_oil fish cayenne cumin garlic tomato olive cinnamon bread bell_pepper
4584,Jewish,wheat onion yeast seed vegetable_oil egg
4585,Asian,sesame_oil sake peanut soy_sauce lime_juice ginger honey garlic thai_pepper
4586,Asian,sesame_oil soy_sauce cayenne ginger scallion garlic sesame_seed chicken wine
4587,French,butter juniper_berry sauerkraut onion fish bacon white_wine
4588,American,butter vinegar wheat mustard gruyere_cheese black_pepper nut cayenne milk_fat egg milk
4589,American,olive_oil mustard onion vinegar black_pepper celery sherry chicken brown_rice apple
4590,American,butter cayenne black_pepper pecan
4591,American,pepper onion black_pepper cayenne pork cumin garlic oregano olive
4592,Italian,olive_oil cabbage wine onion vinegar
4593,American,butter olive_oil onion potato black_pepper chive
4594,Asian,vinegar rice fish bread ginger shrimp bean carrot bell_pepper vegetable_oil cabbage scallion egg soy_sauce wine
4595,American,olive_oil bacon black_pepper rosemary potato
4596,American,tomato vinegar celery_oil shiitake corn red_wine black_pepper ginger mango garlic chicken watercress seed soy_sauce
4597,Italian,meat onion bacon black_pepper parsley smoke anise_seed pea
4598,Spanish_Portuguese,tomato olive_oil cilantro onion vinegar cayenne orange_juice avocado champagne_wine seed cucumber bell_pepper garlic
4599,Jewish,vegetable_oil egg parmesan_cheese
4600,Mexican,tomato olive_oil onion starch corn cayenne garlic crab
4601,MiddleEastern,cane_molasses lemon_juice bell_pepper cumin
4602,Asian,vinegar avocado wasabi ginger scallion carrot cucumber sesame_seed vegetable_oil rice seaweed
4603,Vietnamese,onion cayenne fish black_pepper seed garlic
4604,American,butter wheat vanilla ginger nutmeg cinnamon cream_cheese pumpkin egg cream
4605,French,olive_oil apple vinegar shallot celery wine watercress endive
4606,Asian,coriander peanut_oil beef shallot ginger palm garlic tamarind
4607,American,olive_oil lemon_juice parsley fennel garlic cabbage
4608,Italian,goat_cheese olive_oil corn thyme
4609,French,butter egg lemon_juice cayenne cream
4610,Mexican,tomato vinegar coriander olive_oil radish corn lime_juice white_wine lettuce vegetable_oil scallion fish
4611,Asian,starch vanilla milk_fat pineapple rice egg milk cream
4612,MiddleEastern,olive_oil lemon_juice roasted_sesame_seed garlic sesame_seed lentil bread
4613,Southwestern,olive_oil lemon_juice mustard onion cayenne nut avocado lettuce grapefruit orange rosemary seed
4614,American,coriander olive_oil beef
4615,Asian,coriander fenugreek coconut roasted_peanut starch lime_juice soy_sauce cayenne pepper cumin chicken turmeric
4616,Asian,tomato cilantro onion cayenne white_wine scallop garlic basil vegetable_oil lemongrass mint thai_pepper lime
4617,Italian,butter olive_oil fish vegetable garlic
4618,American,butter wheat sour_cherry raisin cream_cheese lard egg
4619,American,olive_oil pepper lemon_juice tarragon onion corn celery chicken lemon_peel bread
4620,Southern_SoulFood,tomato olive_oil cilantro okra corn cayenne squash scallion garlic
4621,Central_SouthAmerican,butter cheese onion mushroom avocado squash vegetable_oil lime
4622,Asian,coriander vinegar pepper sesame_oil fenugreek black_bean soy_sauce cayenne cumin honey lamb garlic sesame_seed soybean orange sherry turmeric
4623,Italian,tomato olive_oil almond parmesan_cheese macaroni bell_pepper basil garlic
4624,Italian,tomato olive_oil pork porcini beef onion chicken_broth black_pepper parsley parmesan_cheese bay fennel garlic butter oregano basil white_wine corn pork_sausage cream
4625,American,olive_oil caviar rosemary potato
4626,Italian,tomato olive_oil onion vinegar white_wine celery olive
4627,American,butter lemon_juice lemon yeast vanilla violet wheat egg milk
4628,Asian,cane_molasses sesame_oil star_anise soy_sauce tangerine ginger scallion garlic vegetable_oil chicken shiitake wine
4629,MiddleEastern,lamb tomato cayenne cumin ginger scallion nutmeg cinnamon yogurt bread
4630,Italian,tomato olive_oil grape_juice lemon mushroom asparagus nut cayenne parsley parmesan_cheese bean garlic butter basil macaroni pea cream
4631,Spanish_Portuguese,tomato vinegar lovage lemon_juice mustard onion olive_oil red_wine black_pepper parsley ginger bay tomato_juice cucumber cinnamon basil clam green_bell_pepper shrimp
4632,English_Scottish,chive cheddar_cheese wheat cream
4633,American,butter vanilla maple_syrup cream egg milk bread
4634,Southern_SoulFood,olive_oil wheat kale endive parmesan_cheese brassica garlic milk bread
4635,American,tomato olive_oil cilantro green_bell_pepper onion cayenne orange_juice lime_juice parsley lemon_juice garlic bell_pepper basil
4636,Irish,butter rhubarb vanilla white_bread egg milk cream
4637,Indian,butter
4638,American,tomato olive_oil thyme mushroom cheese black_bean cayenne corn sage onion parsley garlic butter squash cumin cheddar_cheese egg oyster
4639,Mediterranean,coriander olive_oil cilantro caraway onion fish cayenne seed garlic yogurt lime
4640,American,vinegar chicken_broth soy_sauce cayenne ginger shrimp carrot macaroni bell_pepper vegetable_oil garlic rice pea peanut_butter
4641,Italian,butter vinegar lemon_juice shallot garlic parsley white_wine scallop macaroni vegetable_oil rosemary cream
4642,Jewish,butter dill pepper lemon_juice wheat onion fish salmon parsley horseradish vegetable_oil carrot egg
4643,American,tomato olive_oil wheat onion vinegar black_bean cayenne cumin white_wine carrot garlic bell_pepper kidney_bean coriander cinnamon
4644,American,white_bread onion soy_sauce barley soybean vegetable_oil rice egg bread
4645,EasternEuropean_Russian,butter caraway wheat yeast shallot fish seed bell_pepper cream_cheese
4646,American,vinegar cilantro apricot cucumber ginger shrimp garlic vegetable_oil rice
4647,Asian,vinegar pork sesame_oil black_pepper shiitake cayenne cilantro ginger lettuce carrot garlic bell_pepper soybean pepper vegetable_oil rice soy_sauce lemongrass
